id_venta;id_sucursal;id_producto;fecha_venta;cantidad_vendida;total_venta
14105;1;10;03-04-2029;7;560.0
14106;1;9;23-12-2030;10;2500.0
14107;3;9;29-11-2026;5;1250.0
14108;3;2;02-06-2027;8;6400.0
14109;5;12;04-12-2026;5;150.0
14110;6;6;15-04-2029;9;2700.0
14111;3;11;10-11-2030;1;120.0
14112;1;10;20-05-2028;8;640.0
14113;1;9;16-10-2029;10;2500.0
14114;3;5;18-07-2028;10;500.0
14115;6;4;06-04-2028;4;100.0
14116;1;10;15-10-2026;4;320.0
14117;5;8;11-02-2027;2;140.0
14118;4;6;03-03-2029;1;300.0
14119;3;8;27-12-2027;2;140.0
14120;4;8;14-02-2027;4;280.0
14121;3;4;04-03-2028;9;225.0
14122;6;2;19-04-2026;9;7200.0
14123;2;3;15-10-2026;4;2000.0
14124;4;11;06-08-2026;1;120.0
14125;2;4;20-01-2027;3;75.0
14126;2;8;10-01-2030;2;140.0
14127;6;12;25-03-2029;4;120.0
14128;4;3;12-04-2030;6;3000.0
14129;5;5;26-09-2026;2;100.0
14130;4;8;06-11-2027;2;140.0
14131;2;4;25-04-2026;8;200.0
14132;1;1;14-06-2026;2;2400.0
14133;2;6;10-04-2030;7;2100.0
14134;3;8;21-06-2028;4;280.0
14135;4;2;25-05-2026;1;800.0
14136;6;5;12-09-2027;9;450.0
14137;5;9;11-03-2028;2;500.0
14138;4;8;14-06-2030;3;210.0
14139;1;10;19-07-2026;7;560.0
14140;2;2;24-09-2028;6;4800.0
14141;3;4;30-07-2029;9;225.0
14142;1;8;14-03-2027;2;140.0
14143;1;10;30-08-2027;2;160.0
14144;1;8;05-12-2028;1;70.0
14145;3;8;16-02-2026;3;210.0
14146;4;3;05-11-2027;8;4000.0
14147;3;3;13-09-2027;7;3500.0
14148;5;5;28-12-2030;3;150.0
14149;4;11;05-07-2030;7;840.0
14150;2;10;22-10-2027;2;160.0
14151;1;8;23-08-2026;1;70.0
14152;1;9;25-10-2030;6;1500.0
14153;5;1;21-04-2029;1;1200.0
14154;1;5;15-04-2027;8;400.0
14155;6;2;10-06-2026;5;4000.0
14156;3;1;11-04-2029;3;3600.0
14157;3;4;26-04-2028;6;150.0
14158;6;4;01-08-2026;5;125.0
14159;5;12;14-01-2030;9;270.0
14160;5;10;30-12-2028;1;80.0
14161;3;3;10-10-2030;1;500.0
14162;4;11;24-07-2030;4;480.0
14163;4;4;16-03-2030;5;125.0
14164;1;3;30-04-2028;2;1000.0
14165;2;5;04-05-2029;8;400.0
14166;3;11;02-04-2027;1;120.0
14167;5;12;04-05-2030;4;120.0
14168;1;1;28-06-2029;8;9600.0
14169;2;3;28-10-2028;3;1500.0
14170;1;11;09-07-2026;1;120.0
14171;2;11;15-06-2029;9;1080.0
14172;2;4;04-08-2029;10;250.0
14173;1;9;14-03-2026;2;500.0
14174;1;10;25-12-2030;6;480.0
14175;3;8;28-05-2026;10;700.0
14176;4;4;05-07-2028;4;100.0
14177;2;1;29-06-2026;10;12000.0
14178;3;12;05-01-2029;3;90.0
14179;4;11;29-09-2028;8;960.0
14180;5;4;08-10-2029;1;25.0
14181;1;6;19-11-2029;9;2700.0
14182;2;4;26-11-2026;8;200.0
14183;5;6;14-09-2028;6;1800.0
14184;3;12;11-08-2026;3;90.0
14185;2;8;30-03-2026;9;630.0
14186;3;2;03-11-2027;5;4000.0
14187;6;9;23-10-2029;1;250.0
14188;3;11;25-11-2027;5;600.0
14189;5;8;24-01-2027;9;630.0
14190;3;7;10-04-2029;10;1500.0
14191;4;3;03-01-2028;3;1500.0
14192;4;8;20-12-2026;3;210.0
14193;2;11;03-09-2028;9;1080.0
14194;1;9;14-12-2028;5;1250.0
14195;3;7;21-08-2026;3;450.0
14196;3;1;17-09-2028;6;7200.0
14197;5;10;20-03-2028;6;480.0
14198;2;10;08-10-2026;7;560.0
14199;3;11;12-12-2030;6;720.0
14200;6;9;21-04-2030;4;1000.0
14201;4;10;05-08-2029;3;240.0
14202;1;2;25-01-2027;7;5600.0
14203;4;3;11-02-2028;4;2000.0
14204;5;5;29-07-2026;1;50.0
14205;4;11;10-02-2028;2;240.0
14206;4;4;28-01-2030;10;250.0
14207;2;12;13-01-2028;2;60.0
14208;6;3;12-12-2028;3;1500.0
14209;4;10;25-03-2030;5;400.0
14210;2;9;10-05-2026;9;2250.0
14211;3;1;27-12-2027;5;6000.0
14212;4;2;20-01-2029;5;4000.0
14213;3;9;05-04-2029;10;2500.0
14214;6;5;03-03-2027;5;250.0
14215;4;3;16-03-2026;4;2000.0
14216;2;5;19-06-2027;6;300.0
14217;6;12;10-05-2027;1;30.0
14218;4;11;20-03-2030;10;1200.0
14219;1;2;18-12-2026;9;7200.0
14220;3;6;23-02-2030;7;2100.0
14221;2;8;20-06-2029;4;280.0
14222;4;3;13-05-2026;10;5000.0
14223;4;2;14-04-2029;3;2400.0
14224;5;1;04-05-2028;1;1200.0
14225;6;2;22-11-2026;6;4800.0
14226;6;1;23-11-2030;5;6000.0
14227;2;5;24-09-2026;5;250.0
14228;4;1;09-11-2026;4;4800.0
14229;5;7;07-04-2026;5;750.0
14230;6;8;09-05-2028;3;210.0
14231;6;2;13-09-2026;7;5600.0
14232;1;12;08-10-2029;5;150.0
14233;1;3;21-08-2027;10;5000.0
14234;2;1;05-08-2026;9;10800.0
14235;5;1;16-02-2030;6;7200.0
14236;3;5;29-08-2029;10;500.0
14237;6;1;18-03-2026;6;7200.0
14238;1;5;19-10-2027;7;350.0
14239;6;10;13-06-2030;2;160.0
14240;5;3;04-01-2028;2;1000.0
14241;4;6;04-02-2030;3;900.0
14242;2;8;17-03-2027;10;700.0
14243;2;4;26-07-2028;9;225.0
14244;6;2;31-05-2028;2;1600.0
14245;3;3;11-05-2026;8;4000.0
14246;2;1;22-09-2029;8;9600.0
14247;2;11;23-09-2028;3;360.0
14248;1;12;14-02-2030;4;120.0
14249;4;11;31-08-2029;8;960.0
14250;4;11;27-08-2028;6;720.0
14251;3;10;28-07-2026;8;640.0
14252;4;6;07-11-2030;5;1500.0
14253;6;8;11-10-2030;1;70.0
14254;2;3;24-01-2027;7;3500.0
14255;3;5;05-07-2028;5;250.0
14256;6;11;25-02-2027;7;840.0
14257;5;10;04-08-2029;6;480.0
14258;2;8;08-05-2028;1;70.0
14259;5;5;21-09-2027;8;400.0
14260;4;4;22-11-2030;3;75.0
14261;4;5;08-02-2030;5;250.0
14262;6;5;03-12-2027;10;500.0
14263;5;7;18-08-2028;9;1350.0
14264;4;12;26-10-2030;10;300.0
14265;4;12;10-06-2027;1;30.0
14266;3;6;06-09-2030;1;300.0
14267;6;10;27-03-2026;5;400.0
14268;2;10;19-03-2030;10;800.0
14269;3;1;07-12-2030;6;7200.0
14270;4;1;22-11-2028;9;10800.0
14271;4;7;10-07-2030;4;600.0
14272;5;9;23-10-2026;4;1000.0
14273;5;6;29-11-2027;9;2700.0
14274;2;4;30-10-2029;2;50.0
14275;3;7;17-06-2030;1;150.0
14276;1;3;15-09-2027;8;4000.0
14277;3;11;01-09-2027;4;480.0
14278;4;3;30-11-2028;7;3500.0
14279;4;3;02-04-2028;8;4000.0
14280;1;4;22-06-2030;2;50.0
14281;1;1;11-04-2030;3;3600.0
14282;2;3;24-09-2030;6;3000.0
14283;3;11;30-10-2028;6;720.0
14284;4;10;03-05-2026;1;80.0
14285;3;9;26-08-2028;1;250.0
14286;3;9;06-12-2029;3;750.0
14287;5;2;05-04-2026;1;800.0
14288;3;5;11-10-2027;6;300.0
14289;3;5;23-08-2028;10;500.0
14290;5;2;08-04-2029;10;8000.0
14291;6;3;10-04-2026;4;2000.0
14292;3;11;08-11-2029;7;840.0
14293;2;4;05-01-2029;5;125.0
14294;1;3;06-07-2028;9;4500.0
14295;4;8;06-08-2027;10;700.0
14296;3;8;24-12-2028;10;700.0
14297;5;6;18-10-2028;7;2100.0
14298;1;8;24-05-2030;7;490.0
14299;3;2;28-05-2028;10;8000.0
14300;1;5;05-04-2027;3;150.0
14301;5;3;05-08-2026;3;1500.0
14302;5;7;14-11-2030;1;150.0
14303;6;1;27-04-2026;10;12000.0
14304;6;9;30-12-2028;5;1250.0
14305;6;9;14-12-2028;8;2000.0
14306;6;11;04-12-2028;8;960.0
14307;6;7;16-11-2026;1;150.0
14308;3;11;03-11-2028;5;600.0
14309;5;8;31-12-2030;8;560.0
14310;4;2;04-10-2027;1;800.0
14311;1;11;18-09-2029;4;480.0
14312;6;11;17-09-2027;2;240.0
14313;6;3;19-08-2030;10;5000.0
14314;2;2;20-09-2029;1;800.0
14315;3;1;15-07-2026;6;7200.0
14316;2;9;20-03-2028;7;1750.0
14317;2;4;25-03-2030;7;175.0
14318;5;9;10-01-2028;9;2250.0
14319;1;11;24-08-2026;6;720.0
14320;6;9;11-07-2028;5;1250.0
14321;2;10;09-02-2029;6;480.0
14322;3;11;18-06-2028;10;1200.0
14323;2;10;19-09-2030;7;560.0
14324;4;12;22-11-2028;2;60.0
14325;2;5;06-01-2027;9;450.0
14326;6;12;17-04-2026;8;240.0
14327;6;4;03-05-2027;9;225.0
14328;3;6;27-05-2030;9;2700.0
14329;6;5;03-06-2028;7;350.0
14330;4;2;05-04-2026;4;3200.0
14331;2;2;24-03-2028;6;4800.0
14332;1;1;05-02-2029;9;10800.0
14333;6;9;15-02-2029;6;1500.0
14334;5;10;23-04-2027;8;640.0
14335;1;2;11-02-2030;1;800.0
14336;6;3;28-01-2030;5;2500.0
14337;6;2;14-03-2026;8;6400.0
14338;5;8;19-04-2026;2;140.0
14339;2;11;29-07-2027;9;1080.0
14340;2;12;27-12-2029;8;240.0
14341;3;7;14-10-2030;9;1350.0
14342;3;5;07-06-2027;1;50.0
14343;2;11;08-12-2026;9;1080.0
14344;3;7;25-08-2028;5;750.0
14345;6;10;03-04-2029;6;480.0
14346;6;2;13-02-2029;1;800.0
14347;6;8;31-10-2029;7;490.0
14348;3;7;02-11-2028;4;600.0
14349;1;6;16-12-2026;9;2700.0
14350;2;3;02-06-2029;4;2000.0
14351;6;9;19-03-2029;7;1750.0
14352;3;12;03-05-2026;9;270.0
14353;3;1;10-10-2027;5;6000.0
14354;4;5;30-01-2027;3;150.0
14355;3;9;24-02-2029;1;250.0
14356;5;7;25-07-2027;7;1050.0
14357;5;8;01-12-2027;6;420.0
14358;6;7;07-12-2029;1;150.0
14359;6;9;12-06-2030;2;500.0
14360;6;7;17-08-2028;4;600.0
14361;3;9;27-09-2026;10;2500.0
14362;5;5;05-10-2028;3;150.0
14363;6;10;09-03-2028;7;560.0
14364;3;2;09-02-2027;1;800.0
14365;3;12;14-11-2030;2;60.0
14366;4;4;31-07-2028;3;75.0
14367;4;11;20-09-2028;2;240.0
14368;4;11;16-06-2027;10;1200.0
14369;2;1;02-12-2029;1;1200.0
14370;6;4;10-05-2029;6;150.0
14371;3;2;23-08-2029;4;3200.0
14372;3;4;14-05-2030;8;200.0
14373;1;10;02-05-2027;8;640.0
14374;2;4;03-12-2027;10;250.0
14375;4;11;01-10-2026;10;1200.0
14376;5;3;10-05-2027;3;1500.0
14377;6;5;29-10-2030;3;150.0
14378;3;12;24-01-2027;2;60.0
14379;3;2;06-11-2027;5;4000.0
14380;2;12;19-02-2027;5;150.0
14381;5;9;30-12-2029;4;1000.0
14382;5;9;23-03-2029;10;2500.0
14383;6;2;24-02-2028;7;5600.0
14384;4;4;16-02-2028;1;25.0
14385;5;1;13-04-2028;5;6000.0
14386;1;1;20-10-2026;9;10800.0
14387;6;8;09-11-2028;3;210.0
14388;6;4;01-12-2029;3;75.0
14389;5;5;14-07-2026;5;250.0
14390;1;7;06-08-2030;8;1200.0
14391;2;7;10-07-2027;6;900.0
14392;6;7;14-02-2028;4;600.0
14393;4;7;29-01-2028;2;300.0
14394;3;5;08-02-2028;8;400.0
14395;5;1;28-02-2026;5;6000.0
14396;2;10;04-04-2029;6;480.0
14397;5;10;12-06-2030;7;560.0
14398;4;3;12-09-2027;6;3000.0
14399;4;6;03-01-2027;10;3000.0
14400;2;2;20-08-2026;8;6400.0
14401;3;2;21-09-2029;6;4800.0
14402;6;5;20-04-2029;5;250.0
14403;2;6;21-03-2029;2;600.0
14404;5;2;14-09-2027;3;2400.0
14405;2;11;11-09-2030;2;240.0
14406;5;6;17-11-2027;7;2100.0
14407;3;2;02-12-2028;2;1600.0
14408;5;6;08-04-2028;1;300.0
14409;5;3;09-02-2028;6;3000.0
14410;4;11;01-01-2029;10;1200.0
14411;6;1;02-07-2028;7;8400.0
14412;2;4;22-11-2030;8;200.0
14413;3;11;06-03-2030;10;1200.0
14414;4;10;02-06-2028;2;160.0
14415;1;5;10-04-2028;10;500.0
14416;6;3;31-12-2026;4;2000.0
14417;5;9;29-08-2028;4;1000.0
14418;1;12;14-02-2027;8;240.0
14419;5;1;10-06-2028;10;12000.0
14420;6;12;18-12-2028;10;300.0
14421;2;3;28-09-2027;3;1500.0
14422;3;8;04-10-2026;7;490.0
14423;6;5;03-06-2026;3;150.0
14424;2;12;04-09-2027;9;270.0
14425;1;5;21-04-2029;6;300.0
14426;3;8;07-08-2026;1;70.0
14427;4;9;08-03-2026;6;1500.0
14428;4;6;18-10-2026;8;2400.0
14429;6;10;20-08-2028;10;800.0
14430;4;12;04-09-2026;7;210.0
14431;2;1;09-02-2030;9;10800.0
14432;3;5;01-08-2026;7;350.0
14433;5;4;15-12-2026;7;175.0
14434;6;8;15-11-2028;4;280.0
14435;4;6;15-10-2029;7;2100.0
14436;3;2;26-04-2029;5;4000.0
14437;6;10;06-07-2029;4;320.0
14438;2;12;16-07-2026;9;270.0
14439;5;4;16-02-2026;7;175.0
14440;3;10;24-03-2028;10;800.0
14441;1;11;25-09-2027;3;360.0
14442;5;10;20-06-2030;7;560.0
14443;4;10;12-08-2029;6;480.0
14444;1;8;05-06-2027;5;350.0
14445;2;3;24-12-2026;5;2500.0
14446;3;12;26-09-2029;8;240.0
14447;5;7;08-10-2030;1;150.0
14448;1;11;03-11-2028;2;240.0
14449;3;3;15-12-2029;5;2500.0
14450;4;12;25-01-2028;1;30.0
14451;4;6;02-07-2027;1;300.0
14452;5;3;08-11-2028;4;2000.0
14453;1;3;17-06-2029;9;4500.0
14454;3;1;12-05-2027;6;7200.0
14455;4;6;17-05-2027;1;300.0
14456;4;10;18-05-2029;4;320.0
14457;6;2;11-12-2028;1;800.0
14458;2;2;07-12-2027;10;8000.0
14459;5;9;31-03-2029;7;1750.0
14460;1;10;15-08-2026;5;400.0
14461;3;12;20-07-2030;4;120.0
14462;6;4;05-12-2029;1;25.0
14463;5;3;02-02-2028;9;4500.0
14464;6;8;11-04-2030;4;280.0
14465;3;12;21-04-2030;6;180.0
14466;4;11;23-12-2028;9;1080.0
14467;1;2;10-01-2027;5;4000.0
14468;1;7;07-09-2026;3;450.0
14469;1;2;09-01-2028;4;3200.0
14470;4;12;11-10-2029;3;90.0
14471;6;1;17-05-2027;6;7200.0
14472;4;4;06-06-2026;5;125.0
14473;4;9;05-11-2026;10;2500.0
14474;6;7;17-12-2028;1;150.0
14475;1;10;06-12-2028;6;480.0
14476;4;3;03-04-2028;1;500.0
14477;6;4;26-11-2029;10;250.0
14478;3;7;26-04-2026;1;150.0
14479;6;11;05-06-2028;6;720.0
14480;3;12;09-10-2028;7;210.0
14481;6;2;23-11-2026;10;8000.0
14482;6;4;16-02-2028;7;175.0
14483;2;9;10-01-2030;8;2000.0
14484;3;8;17-10-2030;3;210.0
14485;4;6;11-04-2026;10;3000.0
14486;5;10;24-10-2027;3;240.0
14487;3;1;28-02-2027;8;9600.0
14488;2;2;14-11-2028;2;1600.0
14489;4;7;03-08-2026;2;300.0
14490;1;10;30-06-2026;1;80.0
14491;5;9;30-07-2027;7;1750.0
14492;1;8;02-09-2029;1;70.0
14493;5;11;01-03-2029;8;960.0
14494;4;1;31-03-2027;7;8400.0
14495;1;5;22-03-2028;8;400.0
14496;6;2;13-11-2029;7;5600.0
14497;3;12;23-06-2028;3;90.0
14498;4;5;07-01-2027;9;450.0
14499;5;12;07-06-2030;4;120.0
14500;2;1;27-01-2029;8;9600.0
14501;1;4;18-02-2030;7;175.0
14502;6;7;19-04-2026;2;300.0
14503;3;3;06-08-2027;10;5000.0
14504;6;1;08-11-2029;2;2400.0
14505;3;11;29-08-2030;5;600.0
14506;5;2;06-04-2027;6;4800.0
14507;3;4;04-10-2029;6;150.0
14508;2;2;06-10-2028;8;6400.0
14509;2;5;20-09-2028;7;350.0
14510;6;5;19-04-2028;10;500.0
14511;5;5;19-02-2027;6;300.0
14512;6;7;11-02-2029;5;750.0
14513;6;12;16-08-2026;7;210.0
14514;2;9;21-09-2030;9;2250.0
14515;3;1;22-12-2028;2;2400.0
14516;6;4;25-12-2027;10;250.0
14517;4;5;30-01-2027;8;400.0
14518;4;5;26-11-2027;10;500.0
14519;1;6;17-03-2026;2;600.0
14520;5;7;04-06-2029;1;150.0
14521;6;2;03-01-2027;7;5600.0
14522;6;9;09-03-2029;5;1250.0
14523;6;9;08-10-2026;2;500.0
14524;2;7;01-08-2029;6;900.0
14525;2;12;24-04-2026;10;300.0
14526;4;7;29-12-2029;5;750.0
14527;3;12;26-09-2030;5;150.0
14528;2;1;04-07-2026;5;6000.0
14529;4;7;27-05-2029;7;1050.0
14530;6;7;07-11-2026;9;1350.0
14531;3;6;05-08-2027;9;2700.0
14532;4;5;30-04-2027;8;400.0
14533;4;8;22-03-2028;5;350.0
14534;4;11;04-09-2029;4;480.0
14535;3;10;29-10-2030;7;560.0
14536;2;2;05-09-2029;6;4800.0
14537;5;1;21-08-2028;10;12000.0
14538;4;5;07-12-2030;3;150.0
14539;2;3;20-03-2028;1;500.0
14540;2;9;06-09-2029;7;1750.0
14541;1;9;30-11-2026;3;750.0
14542;3;10;02-10-2028;5;400.0
14543;3;6;29-06-2026;1;300.0
14544;3;10;05-04-2029;3;240.0
14545;5;12;20-12-2026;10;300.0
14546;1;8;10-09-2029;8;560.0
14547;5;10;06-01-2030;4;320.0
14548;3;10;04-06-2026;8;640.0
14549;2;3;22-04-2026;10;5000.0
14550;3;11;20-11-2029;10;1200.0
14551;3;6;02-02-2029;2;600.0
14552;4;5;02-05-2026;9;450.0
14553;6;10;10-03-2028;6;480.0
14554;6;1;10-07-2028;10;12000.0
14555;5;7;13-11-2029;5;750.0
14556;4;10;02-06-2030;4;320.0
14557;2;2;11-01-2030;1;800.0
14558;2;1;28-09-2027;10;12000.0
14559;2;8;08-02-2029;7;490.0
14560;5;1;10-08-2029;3;3600.0
14561;3;9;05-03-2029;6;1500.0
14562;5;12;03-04-2026;9;270.0
14563;4;5;30-11-2030;10;500.0
14564;5;4;22-05-2029;9;225.0
14565;6;3;05-10-2028;3;1500.0
14566;1;2;15-05-2027;4;3200.0
14567;4;8;01-02-2029;7;490.0
14568;1;2;23-09-2029;1;800.0
14569;6;4;04-09-2027;6;150.0
14570;6;2;06-01-2030;4;3200.0
14571;6;7;16-02-2030;3;450.0
14572;3;2;14-09-2026;10;8000.0
14573;5;5;21-04-2026;1;50.0
14574;2;11;23-11-2030;7;840.0
14575;2;4;25-07-2028;3;75.0
14576;3;11;18-12-2030;9;1080.0
14577;3;5;22-03-2030;5;250.0
14578;5;3;06-07-2027;10;5000.0
14579;5;11;24-12-2028;6;720.0
14580;5;10;20-06-2026;6;480.0
14581;2;4;19-03-2028;2;50.0
14582;4;12;07-12-2026;4;120.0
14583;2;3;04-03-2027;9;4500.0
14584;2;5;08-06-2030;2;100.0
14585;3;8;05-02-2028;4;280.0
14586;6;9;24-01-2028;9;2250.0
14587;6;1;13-04-2028;8;9600.0
14588;3;2;26-01-2028;4;3200.0
14589;1;11;11-11-2027;5;600.0
14590;4;9;13-05-2026;3;750.0
14591;3;4;22-10-2027;7;175.0
14592;5;6;04-08-2030;9;2700.0
14593;3;7;02-08-2029;4;600.0
14594;2;5;02-09-2026;4;200.0
14595;6;1;24-09-2028;8;9600.0
14596;2;10;24-03-2029;1;80.0
14597;6;10;05-07-2030;8;640.0
14598;4;12;23-08-2028;4;120.0
14599;4;4;04-07-2029;5;125.0
14600;3;4;25-10-2026;7;175.0
14601;6;12;24-10-2029;10;300.0
14602;3;2;14-10-2027;10;8000.0
14603;6;10;13-01-2030;9;720.0
14604;1;5;07-03-2026;3;150.0
14605;2;4;13-05-2028;4;100.0
14606;2;2;02-04-2027;4;3200.0
14607;5;9;16-03-2030;10;2500.0
14608;2;2;20-02-2027;8;6400.0
14609;2;10;06-03-2029;6;480.0
14610;1;11;09-05-2026;8;960.0
14611;4;6;18-11-2028;7;2100.0
14612;4;5;23-12-2027;2;100.0
14613;6;9;28-10-2028;3;750.0
14614;3;6;17-03-2030;10;3000.0
14615;6;11;29-07-2029;9;1080.0
14616;2;2;16-07-2027;10;8000.0
14617;3;4;19-05-2028;8;200.0
14618;1;4;05-12-2026;8;200.0
14619;3;10;03-07-2028;10;800.0
14620;2;2;08-10-2028;7;5600.0
14621;5;8;04-09-2026;7;490.0
14622;1;4;01-04-2026;2;50.0
14623;2;11;13-06-2029;9;1080.0
14624;6;7;10-10-2030;7;1050.0
14625;5;5;20-04-2028;2;100.0
14626;1;10;29-03-2026;6;480.0
14627;3;10;30-05-2030;8;640.0
14628;2;4;18-04-2028;10;250.0
14629;4;10;10-08-2028;7;560.0
14630;2;8;09-07-2030;4;280.0
14631;5;3;28-06-2026;9;4500.0
14632;6;2;07-05-2029;4;3200.0
14633;4;11;23-10-2027;8;960.0
14634;2;5;26-01-2029;1;50.0
14635;1;3;30-04-2029;4;2000.0
14636;3;3;08-05-2026;9;4500.0
14637;6;7;20-01-2027;6;900.0
14638;5;1;14-11-2029;3;3600.0
14639;1;10;26-02-2030;3;240.0
14640;1;5;22-03-2026;6;300.0
14641;4;8;18-03-2029;5;350.0
14642;3;11;17-07-2026;7;840.0
14643;4;6;30-08-2027;7;2100.0
14644;2;9;08-05-2027;10;2500.0
14645;3;5;20-08-2027;8;400.0
14646;4;6;16-10-2028;6;1800.0
14647;1;8;27-09-2027;8;560.0
14648;6;9;08-11-2026;10;2500.0
14649;3;6;16-12-2029;10;3000.0
14650;4;9;30-10-2030;10;2500.0
14651;6;12;09-01-2030;4;120.0
14652;2;7;22-10-2026;7;1050.0
14653;5;2;20-06-2030;8;6400.0
14654;4;4;09-10-2029;4;100.0
14655;4;5;29-10-2030;3;150.0
14656;4;8;30-01-2027;1;70.0
14657;4;7;13-01-2029;6;900.0
14658;6;12;27-04-2028;9;270.0
14659;6;4;05-01-2029;8;200.0
14660;4;3;23-09-2027;8;4000.0
14661;5;4;24-10-2027;5;125.0
14662;2;2;07-11-2026;7;5600.0
14663;2;2;23-06-2026;2;1600.0
14664;4;5;08-04-2027;2;100.0
14665;1;10;12-04-2026;6;480.0
14666;5;1;31-03-2027;2;2400.0
14667;1;2;22-11-2027;4;3200.0
14668;2;3;01-03-2027;9;4500.0
14669;4;1;19-10-2029;7;8400.0
14670;1;4;13-05-2027;6;150.0
14671;2;1;18-06-2026;1;1200.0
14672;1;4;29-07-2028;6;150.0
14673;3;7;24-08-2027;10;1500.0
14674;1;3;04-05-2026;10;5000.0
14675;5;6;24-09-2028;8;2400.0
14676;1;10;12-03-2029;8;640.0
14677;2;4;17-02-2030;8;200.0
14678;3;1;23-12-2029;2;2400.0
14679;6;9;06-04-2027;10;2500.0
14680;1;6;16-11-2028;4;1200.0
14681;3;6;08-10-2029;10;3000.0
14682;1;6;26-12-2028;7;2100.0
14683;3;10;17-12-2029;6;480.0
14684;3;11;23-01-2027;3;360.0
14685;2;8;20-11-2028;7;490.0
14686;5;8;04-12-2030;3;210.0
14687;3;2;02-01-2028;2;1600.0
14688;6;2;22-05-2029;6;4800.0
14689;2;6;10-09-2030;7;2100.0
14690;1;1;27-04-2028;4;4800.0
14691;2;5;21-12-2030;6;300.0
14692;6;3;16-09-2027;7;3500.0
14693;6;9;03-09-2030;3;750.0
14694;3;9;27-03-2030;1;250.0
14695;1;4;17-03-2030;2;50.0
14696;6;11;24-02-2029;3;360.0
14697;2;3;06-08-2029;10;5000.0
14698;6;3;18-03-2027;10;5000.0
14699;1;5;31-01-2029;8;400.0
14700;6;1;24-07-2029;5;6000.0
14701;4;9;03-05-2026;6;1500.0
14702;1;6;07-10-2026;10;3000.0
14703;6;8;20-02-2026;2;140.0
14704;1;1;14-05-2029;7;8400.0
14705;6;9;10-09-2028;5;1250.0
14706;5;11;14-02-2029;8;960.0
14707;5;12;24-07-2028;4;120.0
14708;4;5;24-03-2030;8;400.0
14709;2;7;24-05-2029;5;750.0
14710;3;3;22-06-2027;6;3000.0
14711;4;11;07-09-2029;7;840.0
14712;5;1;11-07-2030;10;12000.0
14713;6;2;27-05-2029;5;4000.0
14714;5;7;23-01-2030;3;450.0
14715;6;4;31-08-2029;1;25.0
14716;4;10;14-01-2027;2;160.0
14717;1;8;23-05-2026;4;280.0
14718;2;9;12-04-2027;1;250.0
14719;3;8;12-06-2028;4;280.0
14720;4;10;07-03-2027;6;480.0
14721;4;4;11-08-2027;8;200.0
14722;2;6;30-09-2030;10;3000.0
14723;5;2;22-10-2027;2;1600.0
14724;2;6;05-08-2027;8;2400.0
14725;1;12;28-09-2026;9;270.0
14726;4;5;01-02-2028;6;300.0
14727;6;5;13-10-2029;4;200.0
14728;2;3;25-03-2026;3;1500.0
14729;6;8;04-11-2028;4;280.0
14730;3;6;03-09-2026;3;900.0
14731;1;7;24-10-2027;8;1200.0
14732;6;2;31-07-2027;1;800.0
14733;6;10;04-05-2028;3;240.0
14734;4;3;30-07-2030;7;3500.0
14735;4;4;24-10-2030;2;50.0
14736;3;6;31-03-2027;4;1200.0
14737;6;2;01-01-2029;4;3200.0
14738;3;9;05-04-2027;8;2000.0
14739;1;6;03-12-2029;2;600.0
14740;2;7;14-09-2028;2;300.0
14741;2;6;03-09-2026;3;900.0
14742;1;9;11-05-2026;3;750.0
14743;1;6;17-08-2029;2;600.0
14744;6;12;03-04-2029;8;240.0
14745;1;1;08-10-2027;10;12000.0
14746;2;6;06-08-2027;7;2100.0
14747;6;6;02-05-2028;2;600.0
14748;3;6;06-07-2030;3;900.0
14749;6;5;26-09-2027;1;50.0
14750;3;6;06-12-2029;2;600.0
14751;6;5;21-02-2030;3;150.0
14752;3;10;24-01-2029;6;480.0
14753;3;6;21-11-2027;6;1800.0
14754;3;6;12-10-2027;1;300.0
14755;2;1;22-03-2026;9;10800.0
14756;3;12;20-08-2028;8;240.0
14757;2;7;22-01-2029;5;750.0
14758;4;11;31-03-2030;5;600.0
14759;6;7;12-06-2030;2;300.0
14760;6;8;05-04-2026;10;700.0
14761;1;9;24-02-2027;10;2500.0
14762;1;7;19-04-2026;9;1350.0
14763;6;4;20-12-2026;1;25.0
14764;2;6;26-05-2029;8;2400.0
14765;4;7;26-03-2026;7;1050.0
14766;2;5;19-01-2030;3;150.0
14767;6;6;20-02-2026;3;900.0
14768;4;3;21-12-2026;10;5000.0
14769;1;9;10-08-2029;3;750.0
14770;2;10;06-03-2030;4;320.0
14771;5;4;12-05-2028;4;100.0
14772;6;8;08-10-2030;1;70.0
14773;2;2;28-06-2028;1;800.0
14774;5;4;19-04-2028;7;175.0
14775;2;11;07-11-2028;2;240.0
14776;4;10;12-06-2030;10;800.0
14777;1;1;09-02-2030;10;12000.0
14778;5;9;10-11-2027;5;1250.0
14779;5;6;14-10-2027;6;1800.0
14780;6;11;30-11-2027;5;600.0
14781;1;12;11-09-2027;2;60.0
14782;2;3;16-07-2030;7;3500.0
14783;5;2;01-12-2027;5;4000.0
14784;6;7;26-05-2026;1;150.0
14785;1;5;31-03-2028;10;500.0
14786;6;1;02-04-2029;9;10800.0
14787;5;12;13-01-2027;3;90.0
14788;4;3;01-07-2027;4;2000.0
